tournament_name,match_name,stage_name,group_name,group_stage,knockout_stage,match_date,city_name,country_name,home_team_name,away_team_name,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,result,home_team_win,away_team_win,draw,winning_team,losing_team,year
1974 FIFA World Cup,Brazil v Yugoslavia,group stage,Group 2,1,0,6/13/1974,Frankfurt,Germany,Brazil,Yugoslavia,0–0,0,0,0,0,draw,0,0,1,Yugoslavia,Brazil,1974
1974 FIFA World Cup,West Germany v Chile,group stage,Group 1,1,0,6/14/1974,Berlin,Germany,West Germany,Chile,1–0,1,0,1,-1,home team win,1,0,0,West Germany,Chile,1974
1974 FIFA World Cup,East Germany v Australia,group stage,Group 1,1,0,6/14/1974,Hamburg,Germany,East Germany,Australia,2–0,2,0,2,-2,home team win,1,0,0,East Germany,Australia,1974
1974 FIFA World Cup,Zaire v Scotland,group stage,Group 2,1,0,6/14/1974,Dortmund,Germany,Zaire,Scotland,0–2,0,2,-2,2,away team win,0,1,0,Scotland,Zaire,1974
1974 FIFA World Cup,Sweden v Bulgaria,group stage,Group 3,1,0,6/15/1974,Düsseldorf,Germany,Sweden,Bulgaria,0–0,0,0,0,0,draw,0,0,1,Bulgaria,Sweden,1974
1974 FIFA World Cup,Uruguay v Netherlands,group stage,Group 3,1,0,6/15/1974,Hanover,Germany,Uruguay,Netherlands,0–2,0,2,-2,2,away team win,0,1,0,Netherlands,Uruguay,1974
1974 FIFA World Cup,Italy v Haiti,group stage,Group 4,1,0,6/15/1974,Munich,Germany,Italy,Haiti,3–1,3,1,2,-2,home team win,1,0,0,Italy,Haiti,1974
1974 FIFA World Cup,Poland v Argentina,group stage,Group 4,1,0,6/15/1974,Stuttgart,Germany,Poland,Argentina,3–2,3,2,1,-1,home team win,1,0,0,Poland,Argentina,1974
1974 FIFA World Cup,Australia v West Germany,group stage,Group 1,1,0,6/18/1974,Hamburg,Germany,Australia,West Germany,0–3,0,3,-3,3,away team win,0,1,0,West Germany,Australia,1974
1974 FIFA World Cup,Chile v East Germany,group stage,Group 1,1,0,6/18/1974,Berlin,Germany,Chile,East Germany,1–1,1,1,0,0,draw,0,0,1,East Germany,Chile,1974
1974 FIFA World Cup,Scotland v Brazil,group stage,Group 2,1,0,6/18/1974,Frankfurt,Germany,Scotland,Brazil,0–0,0,0,0,0,draw,0,0,1,Brazil,Scotland,1974
1974 FIFA World Cup,Yugoslavia v Zaire,group stage,Group 2,1,0,6/18/1974,Gelsenkirchen,Germany,Yugoslavia,Zaire,9–0,9,0,9,-9,home team win,1,0,0,Yugoslavia,Zaire,1974
1974 FIFA World Cup,Bulgaria v Uruguay,group stage,Group 3,1,0,6/19/1974,Hanover,Germany,Bulgaria,Uruguay,1–1,1,1,0,0,draw,0,0,1,Uruguay,Bulgaria,1974
1974 FIFA World Cup,Netherlands v Sweden,group stage,Group 3,1,0,6/19/1974,Dortmund,Germany,Netherlands,Sweden,0–0,0,0,0,0,draw,0,0,1,Sweden,Netherlands,1974
1974 FIFA World Cup,Argentina v Italy,group stage,Group 4,1,0,6/19/1974,Stuttgart,Germany,Argentina,Italy,1–1,1,1,0,0,draw,0,0,1,Italy,Argentina,1974
1974 FIFA World Cup,Haiti v Poland,group stage,Group 4,1,0,6/19/1974,Munich,Germany,Haiti,Poland,0–7,0,7,-7,7,away team win,0,1,0,Poland,Haiti,1974
1974 FIFA World Cup,Australia v Chile,group stage,Group 1,1,0,6/22/1974,Berlin,Germany,Australia,Chile,0–0,0,0,0,0,draw,0,0,1,Chile,Australia,1974
1974 FIFA World Cup,Scotland v Yugoslavia,group stage,Group 2,1,0,6/22/1974,Frankfurt,Germany,Scotland,Yugoslavia,1–1,1,1,0,0,draw,0,0,1,Yugoslavia,Scotland,1974
1974 FIFA World Cup,Zaire v Brazil,group stage,Group 2,1,0,6/22/1974,Gelsenkirchen,Germany,Zaire,Brazil,0–3,0,3,-3,3,away team win,0,1,0,Brazil,Zaire,1974
1974 FIFA World Cup,East Germany v West Germany,group stage,Group 1,1,0,6/22/1974,Hamburg,Germany,East Germany,West Germany,1–0,1,0,1,-1,home team win,1,0,0,East Germany,West Germany,1974
1974 FIFA World Cup,Bulgaria v Netherlands,group stage,Group 3,1,0,6/23/1974,Dortmund,Germany,Bulgaria,Netherlands,1–4,1,4,-3,3,away team win,0,1,0,Netherlands,Bulgaria,1974
1974 FIFA World Cup,Sweden v Uruguay,group stage,Group 3,1,0,6/23/1974,Düsseldorf,Germany,Sweden,Uruguay,3–0,3,0,3,-3,home team win,1,0,0,Sweden,Uruguay,1974
1974 FIFA World Cup,Argentina v Haiti,group stage,Group 4,1,0,6/23/1974,Munich,Germany,Argentina,Haiti,4–1,4,1,3,-3,home team win,1,0,0,Argentina,Haiti,1974
1974 FIFA World Cup,Poland v Italy,group stage,Group 4,1,0,6/23/1974,Stuttgart,Germany,Poland,Italy,2–1,2,1,1,-1,home team win,1,0,0,Poland,Italy,1974
1974 FIFA World Cup,Yugoslavia v West Germany,second group stage,Group B,1,0,6/26/1974,Düsseldorf,Germany,Yugoslavia,West Germany,0–2,0,2,-2,2,away team win,0,1,0,West Germany,Yugoslavia,1974
1974 FIFA World Cup,Brazil v East Germany,second group stage,Group A,1,0,6/26/1974,Hanover,Germany,Brazil,East Germany,1–0,1,0,1,-1,home team win,1,0,0,Brazil,East Germany,1974
1974 FIFA World Cup,Netherlands v Argentina,second group stage,Group A,1,0,6/26/1974,Gelsenkirchen,Germany,Netherlands,Argentina,4–0,4,0,4,-4,home team win,1,0,0,Netherlands,Argentina,1974
1974 FIFA World Cup,Sweden v Poland,second group stage,Group B,1,0,6/26/1974,Stuttgart,Germany,Sweden,Poland,0–1,0,1,-1,1,away team win,0,1,0,Poland,Sweden,1974
1974 FIFA World Cup,Argentina v Brazil,second group stage,Group A,1,0,6/30/1974,Hanover,Germany,Argentina,Brazil,1–2,1,2,-1,1,away team win,0,1,0,Brazil,Argentina,1974
1974 FIFA World Cup,East Germany v Netherlands,second group stage,Group A,1,0,6/30/1974,Gelsenkirchen,Germany,East Germany,Netherlands,0–2,0,2,-2,2,away team win,0,1,0,Netherlands,East Germany,1974
1974 FIFA World Cup,Poland v Yugoslavia,second group stage,Group B,1,0,6/30/1974,Frankfurt,Germany,Poland,Yugoslavia,2–1,2,1,1,-1,home team win,1,0,0,Poland,Yugoslavia,1974
1974 FIFA World Cup,West Germany v Sweden,second group stage,Group B,1,0,6/30/1974,Düsseldorf,Germany,West Germany,Sweden,4–2,4,2,2,-2,home team win,1,0,0,West Germany,Sweden,1974
1974 FIFA World Cup,Poland v West Germany,second group stage,Group B,1,0,7/3/1974,Frankfurt,Germany,Poland,West Germany,0–1,0,1,-1,1,away team win,0,1,0,West Germany,Poland,1974
1974 FIFA World Cup,Argentina v East Germany,second group stage,Group A,1,0,7/3/1974,Gelsenkirchen,Germany,Argentina,East Germany,1–1,1,1,0,0,draw,0,0,1,East Germany,Argentina,1974
1974 FIFA World Cup,Netherlands v Brazil,second group stage,Group A,1,0,7/3/1974,Dortmund,Germany,Netherlands,Brazil,2–0,2,0,2,-2,home team win,1,0,0,Netherlands,Brazil,1974
1974 FIFA World Cup,Sweden v Yugoslavia,second group stage,Group B,1,0,7/3/1974,Düsseldorf,Germany,Sweden,Yugoslavia,2–1,2,1,1,-1,home team win,1,0,0,Sweden,Yugoslavia,1974
1974 FIFA World Cup,Brazil v Poland,third-place match,not applicable,0,1,7/6/1974,Munich,Germany,Brazil,Poland,0–1,0,1,-1,1,away team win,0,1,0,Poland,Brazil,1974
1974 FIFA World Cup,Netherlands v West Germany,final,not applicable,0,1,7/7/1974,Munich,Germany,Netherlands,West Germany,1–2,1,2,-1,1,away team win,0,1,0,West Germany,Netherlands,1974
1978 FIFA World Cup,West Germany v Poland,group stage,Group 2,1,0,6/1/1978,Buenos Aires,Argentina,West Germany,Poland,0–0,0,0,0,0,draw,0,0,1,Poland,West Germany,1978
1978 FIFA World Cup,Italy v France,group stage,Group 1,1,0,6/2/1978,Mar del Plata,Argentina,Italy,France,2–1,2,1,1,-1,home team win,1,0,0,Italy,France,1978
1978 FIFA World Cup,Tunisia v Mexico,group stage,Group 2,1,0,6/2/1978,Rosario,Argentina,Tunisia,Mexico,3–1,3,1,2,-2,home team win,1,0,0,Tunisia,Mexico,1978
1978 FIFA World Cup,Argentina v Hungary,group stage,Group 1,1,0,6/2/1978,Buenos Aires,Argentina,Argentina,Hungary,2–1,2,1,1,-1,home team win,1,0,0,Argentina,Hungary,1978
1978 FIFA World Cup,Austria v Spain,group stage,Group 3,1,0,6/3/1978,Buenos Aires,Argentina,Austria,Spain,2–1,2,1,1,-1,home team win,1,0,0,Austria,Spain,1978
1978 FIFA World Cup,Brazil v Sweden,group stage,Group 3,1,0,6/3/1978,Mar del Plata,Argentina,Brazil,Sweden,1–1,1,1,0,0,draw,0,0,1,Sweden,Brazil,1978
1978 FIFA World Cup,Netherlands v Iran,group stage,Group 4,1,0,6/3/1978,Mendoza,Argentina,Netherlands,Iran,3–0,3,0,3,-3,home team win,1,0,0,Netherlands,Iran,1978
1978 FIFA World Cup,Peru v Scotland,group stage,Group 4,1,0,6/3/1978,Córdoba,Argentina,Peru,Scotland,3–1,3,1,2,-2,home team win,1,0,0,Peru,Scotland,1978
1978 FIFA World Cup,Italy v Hungary,group stage,Group 1,1,0,6/6/1978,Mar del Plata,Argentina,Italy,Hungary,3–1,3,1,2,-2,home team win,1,0,0,Italy,Hungary,1978
1978 FIFA World Cup,Poland v Tunisia,group stage,Group 2,1,0,6/6/1978,Rosario,Argentina,Poland,Tunisia,1–0,1,0,1,-1,home team win,1,0,0,Poland,Tunisia,1978
1978 FIFA World Cup,West Germany v Mexico,group stage,Group 2,1,0,6/6/1978,Córdoba,Argentina,West Germany,Mexico,6–0,6,0,6,-6,home team win,1,0,0,West Germany,Mexico,1978
1978 FIFA World Cup,Argentina v France,group stage,Group 1,1,0,6/6/1978,Buenos Aires,Argentina,Argentina,France,2–1,2,1,1,-1,home team win,1,0,0,Argentina,France,1978
1978 FIFA World Cup,Austria v Sweden,group stage,Group 3,1,0,6/7/1978,Buenos Aires,Argentina,Austria,Sweden,1–0,1,0,1,-1,home team win,1,0,0,Austria,Sweden,1978
1978 FIFA World Cup,Brazil v Spain,group stage,Group 3,1,0,6/7/1978,Mar del Plata,Argentina,Brazil,Spain,0–0,0,0,0,0,draw,0,0,1,Spain,Brazil,1978
1978 FIFA World Cup,Netherlands v Peru,group stage,Group 4,1,0,6/7/1978,Mendoza,Argentina,Netherlands,Peru,0–0,0,0,0,0,draw,0,0,1,Peru,Netherlands,1978
1978 FIFA World Cup,Scotland v Iran,group stage,Group 4,1,0,6/7/1978,Córdoba,Argentina,Scotland,Iran,1–1,1,1,0,0,draw,0,0,1,Iran,Scotland,1978
1978 FIFA World Cup,France v Hungary,group stage,Group 1,1,0,6/10/1978,Mar del Plata,Argentina,France,Hungary,3–1,3,1,2,-2,home team win,1,0,0,France,Hungary,1978
1978 FIFA World Cup,Poland v Mexico,group stage,Group 2,1,0,6/10/1978,Rosario,Argentina,Poland,Mexico,3–1,3,1,2,-2,home team win,1,0,0,Poland,Mexico,1978
1978 FIFA World Cup,West Germany v Tunisia,group stage,Group 2,1,0,6/10/1978,Córdoba,Argentina,West Germany,Tunisia,0–0,0,0,0,0,draw,0,0,1,Tunisia,West Germany,1978
1978 FIFA World Cup,Argentina v Italy,group stage,Group 1,1,0,6/10/1978,Buenos Aires,Argentina,Argentina,Italy,0–1,0,1,-1,1,away team win,0,1,0,Italy,Argentina,1978
1978 FIFA World Cup,Brazil v Austria,group stage,Group 3,1,0,6/11/1978,Mar del Plata,Argentina,Brazil,Austria,1–0,1,0,1,-1,home team win,1,0,0,Brazil,Austria,1978
1978 FIFA World Cup,Spain v Sweden,group stage,Group 3,1,0,6/11/1978,Buenos Aires,Argentina,Spain,Sweden,1–0,1,0,1,-1,home team win,1,0,0,Spain,Sweden,1978
1978 FIFA World Cup,Peru v Iran,group stage,Group 4,1,0,6/11/1978,Córdoba,Argentina,Peru,Iran,4–1,4,1,3,-3,home team win,1,0,0,Peru,Iran,1978
1978 FIFA World Cup,Scotland v Netherlands,group stage,Group 4,1,0,6/11/1978,Mendoza,Argentina,Scotland,Netherlands,3–2,3,2,1,-1,home team win,1,0,0,Scotland,Netherlands,1978
1978 FIFA World Cup,Austria v Netherlands,second group stage,Group A,1,0,6/14/1978,Córdoba,Argentina,Austria,Netherlands,1–5,1,5,-4,4,away team win,0,1,0,Netherlands,Austria,1978
1978 FIFA World Cup,Italy v West Germany,second group stage,Group A,1,0,6/14/1978,Buenos Aires,Argentina,Italy,West Germany,0–0,0,0,0,0,draw,0,0,1,West Germany,Italy,1978
1978 FIFA World Cup,Brazil v Peru,second group stage,Group B,1,0,6/14/1978,Mendoza,Argentina,Brazil,Peru,3–0,3,0,3,-3,home team win,1,0,0,Brazil,Peru,1978
1978 FIFA World Cup,Argentina v Poland,second group stage,Group B,1,0,6/14/1978,Rosario,Argentina,Argentina,Poland,2–0,2,0,2,-2,home team win,1,0,0,Argentina,Poland,1978
1978 FIFA World Cup,Peru v Poland,second group stage,Group B,1,0,6/18/1978,Mendoza,Argentina,Peru,Poland,0–1,0,1,-1,1,away team win,0,1,0,Poland,Peru,1978
1978 FIFA World Cup,Italy v Austria,second group stage,Group A,1,0,6/18/1978,Buenos Aires,Argentina,Italy,Austria,1–0,1,0,1,-1,home team win,1,0,0,Italy,Austria,1978
1978 FIFA World Cup,Netherlands v West Germany,second group stage,Group A,1,0,6/18/1978,Córdoba,Argentina,Netherlands,West Germany,2–2,2,2,0,0,draw,0,0,1,West Germany,Netherlands,1978
1978 FIFA World Cup,Argentina v Brazil,second group stage,Group B,1,0,6/18/1978,Rosario,Argentina,Argentina,Brazil,0–0,0,0,0,0,draw,0,0,1,Brazil,Argentina,1978
1978 FIFA World Cup,Austria v West Germany,second group stage,Group A,1,0,6/21/1978,Córdoba,Argentina,Austria,West Germany,3–2,3,2,1,-1,home team win,1,0,0,Austria,West Germany,1978
1978 FIFA World Cup,Italy v Netherlands,second group stage,Group A,1,0,6/21/1978,Buenos Aires,Argentina,Italy,Netherlands,1–2,1,2,-1,1,away team win,0,1,0,Netherlands,Italy,1978
1978 FIFA World Cup,Brazil v Poland,second group stage,Group B,1,0,6/21/1978,Mendoza,Argentina,Brazil,Poland,3–1,3,1,2,-2,home team win,1,0,0,Brazil,Poland,1978
1978 FIFA World Cup,Argentina v Peru,second group stage,Group B,1,0,6/21/1978,Rosario,Argentina,Argentina,Peru,6–0,6,0,6,-6,home team win,1,0,0,Argentina,Peru,1978
1978 FIFA World Cup,Brazil v Italy,third-place match,not applicable,0,1,6/24/1978,Buenos Aires,Argentina,Brazil,Italy,2–1,2,1,1,-1,home team win,1,0,0,Brazil,Italy,1978
1978 FIFA World Cup,Argentina v Netherlands,final,not applicable,0,1,6/25/1978,Buenos Aires,Argentina,Argentina,Netherlands,3–1,3,1,2,-2,home team win,1,0,0,Argentina,Netherlands,1978
1982 FIFA World Cup,Argentina v Belgium,group stage,Group 3,1,0,6/13/1982,Barcelona,Spain,Argentina,Belgium,0–1,0,1,-1,1,away team win,0,1,0,Belgium,Argentina,1982
1982 FIFA World Cup,Italy v Poland,group stage,Group 1,1,0,6/14/1982,Vigo,Spain,Italy,Poland,0–0,0,0,0,0,draw,0,0,1,Poland,Italy,1982
1982 FIFA World Cup,Brazil v Soviet Union,group stage,Group 6,1,0,6/14/1982,Seville,Spain,Brazil,Soviet Union,2–1,2,1,1,-1,home team win,1,0,0,Brazil,Soviet Union,1982
1982 FIFA World Cup,Peru v Cameroon,group stage,Group 1,1,0,6/15/1982,A Coruña,Spain,Peru,Cameroon,0–0,0,0,0,0,draw,0,0,1,Cameroon,Peru,1982
1982 FIFA World Cup,Hungary v El Salvador,group stage,Group 3,1,0,6/15/1982,Elche,Spain,Hungary,El Salvador,10–1,10,1,9,-9,home team win,1,0,0,Hungary,El Salvador,1982
1982 FIFA World Cup,Scotland v New Zealand,group stage,Group 6,1,0,6/15/1982,Málaga,Spain,Scotland,New Zealand,5–2,5,2,3,-3,home team win,1,0,0,Scotland,New Zealand,1982
1982 FIFA World Cup,West Germany v Algeria,group stage,Group 2,1,0,6/16/1982,Gijón,Spain,West Germany,Algeria,1–2,1,2,-1,1,away team win,0,1,0,Algeria,West Germany,1982
1982 FIFA World Cup,England v France,group stage,Group 4,1,0,6/16/1982,Bilbao,Spain,England,France,3–1,3,1,2,-2,home team win,1,0,0,England,France,1982
1982 FIFA World Cup,Spain v Honduras,group stage,Group 5,1,0,6/16/1982,Valencia,Spain,Spain,Honduras,1–1,1,1,0,0,draw,0,0,1,Honduras,Spain,1982
1982 FIFA World Cup,Chile v Austria,group stage,Group 2,1,0,6/17/1982,Oviedo,Spain,Chile,Austria,0–1,0,1,-1,1,away team win,0,1,0,Austria,Chile,1982
1982 FIFA World Cup,Czechoslovakia v Kuwait,group stage,Group 4,1,0,6/17/1982,Valladolid,Spain,Czechoslovakia,Kuwait,1–1,1,1,0,0,draw,0,0,1,Kuwait,Czechoslovakia,1982
1982 FIFA World Cup,Yugoslavia v Northern Ireland,group stage,Group 5,1,0,6/17/1982,Zaragoza,Spain,Yugoslavia,Northern Ireland,0–0,0,0,0,0,draw,0,0,1,Northern Ireland,Yugoslavia,1982
1982 FIFA World Cup,Italy v Peru,group stage,Group 1,1,0,6/18/1982,Vigo,Spain,Italy,Peru,1–1,1,1,0,0,draw,0,0,1,Peru,Italy,1982
1982 FIFA World Cup,Argentina v Hungary,group stage,Group 3,1,0,6/18/1982,Alicante,Spain,Argentina,Hungary,4–1,4,1,3,-3,home team win,1,0,0,Argentina,Hungary,1982
1982 FIFA World Cup,Brazil v Scotland,group stage,Group 6,1,0,6/18/1982,Seville,Spain,Brazil,Scotland,4–1,4,1,3,-3,home team win,1,0,0,Brazil,Scotland,1982
1982 FIFA World Cup,Poland v Cameroon,group stage,Group 1,1,0,6/19/1982,A Coruña,Spain,Poland,Cameroon,0–0,0,0,0,0,draw,0,0,1,Cameroon,Poland,1982
1982 FIFA World Cup,Belgium v El Salvador,group stage,Group 3,1,0,6/19/1982,Elche,Spain,Belgium,El Salvador,1–0,1,0,1,-1,home team win,1,0,0,Belgium,El Salvador,1982
1982 FIFA World Cup,Soviet Union v New Zealand,group stage,Group 6,1,0,6/19/1982,Málaga,Spain,Soviet Union,New Zealand,3–0,3,0,3,-3,home team win,1,0,0,Soviet Union,New Zealand,1982
1982 FIFA World Cup,West Germany v Chile,group stage,Group 2,1,0,6/20/1982,Gijón,Spain,West Germany,Chile,4–1,4,1,3,-3,home team win,1,0,0,West Germany,Chile,1982
1982 FIFA World Cup,England v Czechoslovakia,group stage,Group 4,1,0,6/20/1982,Bilbao,Spain,England,Czechoslovakia,2–0,2,0,2,-2,home team win,1,0,0,England,Czechoslovakia,1982
1982 FIFA World Cup,Spain v Yugoslavia,group stage,Group 5,1,0,6/20/1982,Valencia,Spain,Spain,Yugoslavia,2–1,2,1,1,-1,home team win,1,0,0,Spain,Yugoslavia,1982
1982 FIFA World Cup,Algeria v Austria,group stage,Group 2,1,0,6/21/1982,Oviedo,Spain,Algeria,Austria,0–2,0,2,-2,2,away team win,0,1,0,Austria,Algeria,1982
1982 FIFA World Cup,France v Kuwait,group stage,Group 4,1,0,6/21/1982,Valladolid,Spain,France,Kuwait,4–1,4,1,3,-3,home team win,1,0,0,France,Kuwait,1982
1982 FIFA World Cup,Honduras v Northern Ireland,group stage,Group 5,1,0,6/21/1982,Zaragoza,Spain,Honduras,Northern Ireland,1–1,1,1,0,0,draw,0,0,1,Northern Ireland,Honduras,1982
1982 FIFA World Cup,Poland v Peru,group stage,Group 1,1,0,6/22/1982,A Coruña,Spain,Poland,Peru,5–1,5,1,4,-4,home team win,1,0,0,Poland,Peru,1982
1982 FIFA World Cup,Belgium v Hungary,group stage,Group 3,1,0,6/22/1982,Elche,Spain,Belgium,Hungary,1–1,1,1,0,0,draw,0,0,1,Hungary,Belgium,1982
1982 FIFA World Cup,Soviet Union v Scotland,group stage,Group 6,1,0,6/22/1982,Málaga,Spain,Soviet Union,Scotland,2–2,2,2,0,0,draw,0,0,1,Scotland,Soviet Union,1982
1982 FIFA World Cup,Italy v Cameroon,group stage,Group 1,1,0,6/23/1982,Vigo,Spain,Italy,Cameroon,1–1,1,1,0,0,draw,0,0,1,Cameroon,Italy,1982
1982 FIFA World Cup,Argentina v El Salvador,group stage,Group 3,1,0,6/23/1982,Alicante,Spain,Argentina,El Salvador,2–0,2,0,2,-2,home team win,1,0,0,Argentina,El Salvador,1982
1982 FIFA World Cup,Brazil v New Zealand,group stage,Group 6,1,0,6/23/1982,Seville,Spain,Brazil,New Zealand,4–0,4,0,4,-4,home team win,1,0,0,Brazil,New Zealand,1982
1982 FIFA World Cup,Algeria v Chile,group stage,Group 2,1,0,6/24/1982,Oviedo,Spain,Algeria,Chile,3–2,3,2,1,-1,home team win,1,0,0,Algeria,Chile,1982
1982 FIFA World Cup,France v Czechoslovakia,group stage,Group 4,1,0,6/24/1982,Valladolid,Spain,France,Czechoslovakia,1–1,1,1,0,0,draw,0,0,1,Czechoslovakia,France,1982
1982 FIFA World Cup,Honduras v Yugoslavia,group stage,Group 5,1,0,6/24/1982,Zaragoza,Spain,Honduras,Yugoslavia,0–1,0,1,-1,1,away team win,0,1,0,Yugoslavia,Honduras,1982
1982 FIFA World Cup,West Germany v Austria,group stage,Group 2,1,0,6/25/1982,Gijón,Spain,West Germany,Austria,1–0,1,0,1,-1,home team win,1,0,0,West Germany,Austria,1982
1982 FIFA World Cup,England v Kuwait,group stage,Group 4,1,0,6/25/1982,Bilbao,Spain,England,Kuwait,1–0,1,0,1,-1,home team win,1,0,0,England,Kuwait,1982
1982 FIFA World Cup,Spain v Northern Ireland,group stage,Group 5,1,0,6/25/1982,Valencia,Spain,Spain,Northern Ireland,0–1,0,1,-1,1,away team win,0,1,0,Northern Ireland,Spain,1982
1982 FIFA World Cup,Austria v France,second group stage,Group 4,1,0,6/28/1982,Madrid,Spain,Austria,France,0–1,0,1,-1,1,away team win,0,1,0,France,Austria,1982
1982 FIFA World Cup,Poland v Belgium,second group stage,Group 1,1,0,6/28/1982,Barcelona,Spain,Poland,Belgium,3–0,3,0,3,-3,home team win,1,0,0,Poland,Belgium,1982
1982 FIFA World Cup,Italy v Argentina,second group stage,Group 3,1,0,6/29/1982,Barcelona,Spain,Italy,Argentina,2–1,2,1,1,-1,home team win,1,0,0,Italy,Argentina,1982
1982 FIFA World Cup,West Germany v England,second group stage,Group 2,1,0,6/29/1982,Madrid,Spain,West Germany,England,0–0,0,0,0,0,draw,0,0,1,England,West Germany,1982
1982 FIFA World Cup,Austria v Northern Ireland,second group stage,Group 4,1,0,7/1/1982,Madrid,Spain,Austria,Northern Ireland,2–2,2,2,0,0,draw,0,0,1,Northern Ireland,Austria,1982
1982 FIFA World Cup,Belgium v Soviet Union,second group stage,Group 1,1,0,7/1/1982,Barcelona,Spain,Belgium,Soviet Union,0–1,0,1,-1,1,away team win,0,1,0,Soviet Union,Belgium,1982
1982 FIFA World Cup,Argentina v Brazil,second group stage,Group 3,1,0,7/2/1982,Barcelona,Spain,Argentina,Brazil,1–3,1,3,-2,2,away team win,0,1,0,Brazil,Argentina,1982
1982 FIFA World Cup,West Germany v Spain,second group stage,Group 2,1,0,7/2/1982,Madrid,Spain,West Germany,Spain,2–1,2,1,1,-1,home team win,1,0,0,West Germany,Spain,1982
1982 FIFA World Cup,France v Northern Ireland,second group stage,Group 4,1,0,7/4/1982,Madrid,Spain,France,Northern Ireland,4–1,4,1,3,-3,home team win,1,0,0,France,Northern Ireland,1982
1982 FIFA World Cup,Soviet Union v Poland,second group stage,Group 1,1,0,7/4/1982,Barcelona,Spain,Soviet Union,Poland,0–0,0,0,0,0,draw,0,0,1,Poland,Soviet Union,1982
1982 FIFA World Cup,Italy v Brazil,second group stage,Group 3,1,0,7/5/1982,Barcelona,Spain,Italy,Brazil,3–2,3,2,1,-1,home team win,1,0,0,Italy,Brazil,1982
1982 FIFA World Cup,Spain v England,second group stage,Group 2,1,0,7/5/1982,Madrid,Spain,Spain,England,0–0,0,0,0,0,draw,0,0,1,England,Spain,1982
1982 FIFA World Cup,Poland v Italy,semi-finals,not applicable,0,1,7/8/1982,Barcelona,Spain,Poland,Italy,0–2,0,2,-2,2,away team win,0,1,0,Italy,Poland,1982
1982 FIFA World Cup,West Germany v France,semi-finals,not applicable,0,1,7/8/1982,Seville,Spain,West Germany,France,3–3,3,3,0,0,home team win,1,0,0,France,West Germany,1982
1982 FIFA World Cup,Poland v France,third-place match,not applicable,0,1,7/10/1982,Alicante,Spain,Poland,France,3–2,3,2,1,-1,home team win,1,0,0,Poland,France,1982
1982 FIFA World Cup,Italy v West Germany,final,not applicable,0,1,7/11/1982,Madrid,Spain,Italy,West Germany,3–1,3,1,2,-2,home team win,1,0,0,Italy,West Germany,1982
1986 FIFA World Cup,Bulgaria v Italy,group stage,Group A,1,0,5/31/1986,Mexico City,Mexico,Bulgaria,Italy,1–1,1,1,0,0,draw,0,0,1,Italy,Bulgaria,1986
1986 FIFA World Cup,Spain v Brazil,group stage,Group D,1,0,6/1/1986,Guadalajara,Mexico,Spain,Brazil,0–1,0,1,-1,1,away team win,0,1,0,Brazil,Spain,1986
1986 FIFA World Cup,Canada v France,group stage,Group C,1,0,6/1/1986,León,Mexico,Canada,France,0–1,0,1,-1,1,away team win,0,1,0,France,Canada,1986
1986 FIFA World Cup,Argentina v South Korea,group stage,Group A,1,0,6/2/1986,Mexico City,Mexico,Argentina,South Korea,3–1,3,1,2,-2,home team win,1,0,0,Argentina,South Korea,1986
1986 FIFA World Cup,Soviet Union v Hungary,group stage,Group C,1,0,6/2/1986,Irapuato,Mexico,Soviet Union,Hungary,6–0,6,0,6,-6,home team win,1,0,0,Soviet Union,Hungary,1986
1986 FIFA World Cup,Morocco v Poland,group stage,Group F,1,0,6/2/1986,Monterrey,Mexico,Morocco,Poland,0–0,0,0,0,0,draw,0,0,1,Poland,Morocco,1986
1986 FIFA World Cup,Belgium v Mexico,group stage,Group B,1,0,6/3/1986,Mexico City,Mexico,Belgium,Mexico,1–2,1,2,-1,1,away team win,0,1,0,Mexico,Belgium,1986
1986 FIFA World Cup,Algeria v Northern Ireland,group stage,Group D,1,0,6/3/1986,Guadalajara,Mexico,Algeria,Northern Ireland,1–1,1,1,0,0,draw,0,0,1,Northern Ireland,Algeria,1986
1986 FIFA World Cup,Portugal v England,group stage,Group F,1,0,6/3/1986,Monterrey,Mexico,Portugal,England,1–0,1,0,1,-1,home team win,1,0,0,Portugal,England,1986
1986 FIFA World Cup,Paraguay v Iraq,group stage,Group B,1,0,6/4/1986,Toluca,Mexico,Paraguay,Iraq,1–0,1,0,1,-1,home team win,1,0,0,Paraguay,Iraq,1986
1986 FIFA World Cup,Uruguay v West Germany,group stage,Group E,1,0,6/4/1986,Querétaro,Mexico,Uruguay,West Germany,1–1,1,1,0,0,draw,0,0,1,West Germany,Uruguay,1986
1986 FIFA World Cup,Scotland v Denmark,group stage,Group E,1,0,6/4/1986,Nezahualcóyotl,Mexico,Scotland,Denmark,0–1,0,1,-1,1,away team win,0,1,0,Denmark,Scotland,1986
1986 FIFA World Cup,Italy v Argentina,group stage,Group A,1,0,6/5/1986,Puebla,Mexico,Italy,Argentina,1–1,1,1,0,0,draw,0,0,1,Argentina,Italy,1986
1986 FIFA World Cup,France v Soviet Union,group stage,Group C,1,0,6/5/1986,León,Mexico,France,Soviet Union,1–1,1,1,0,0,draw,0,0,1,Soviet Union,France,1986
